id,subzone,planning_area,region,latitude,longitude,original_type,rank,venue_name,venue_address,venue_id,avg_weekday_footfall,avg_weekend_footfall,created_at,updated_at,venue_type
873,MARINE PARADE,MARINE PARADE,CENTRAL REGION,1.30075025,103.905447119908,commercial.elektronics,null,Harvey Norman Superstore,"Harvey Norman Superstore, Marine Parade Central, Singapore 440089, Singapore",null,null,null,2025-04-12 16:18:04.603845,2025-04-12 16:18:04.603845,SHOPPING
889,ALJUNIED,GEYLANG,CENTRAL REGION,1.3133569,103.8827504,commercial.elektronics,null,Toyomi National Electrical Traders,"Toyomi National Electrical Traders, Geylang Road, Singapore 389406, Singapore",null,null,null,2025-04-12 16:18:05.23956,2025-04-12 16:18:05.23956,SHOPPING
899,KATONG,MARINE PARADE,CENTRAL REGION,1.3068786,103.9041836,commercial.elektronics,null,Nam Kok Electrical Pte Ltd,"Nam Kok Electrical Pte Ltd, Joo Chiat Road, Singapore 427633, Singapore",null,null,null,2025-04-12 16:18:05.591337,2025-04-12 16:18:05.591337,SHOPPING
908,BOON KENG,KALLANG,CENTRAL REGION,1.3141216,103.8706193,commercial.elektronics,null,Majulah Electrical Trading Pte Ltd,"Majulah Electrical Trading Pte Ltd, 11 Upper Boon Keng Road, Singapore 380011, Singapore",null,null,null,2025-04-12 16:18:05.913401,2025-04-12 16:18:05.913401,SHOPPING
923,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3186672,103.8939307,commercial.elektronics,null,Challenger PIT @ SingPost,"Challenger PIT @ SingPost, Sims Avenue Park Connector, Singapore 400030, Singapore",null,null,null,2025-04-12 16:18:06.477263,2025-04-12 16:18:06.477263,SHOPPING
937,FARRER COURT,BUKIT TIMAH,CENTRAL REGION,1.3192733,103.8085261,commercial.outdoor_and_sport,null,Hon Kah Trading (Bicycle Shop),"Hon Kah Trading (Bicycle Shop), 4 Queen's Road, Singapore 268097, Singapore",null,null,null,2025-04-12 16:18:14.029196,2025-04-12 16:18:14.029196,SPORTS_COMPLEX
942,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3726548,103.95250965,commercial.outdoor_and_sport,null,Kids Kelong,"Kids Kelong, Tampines Park Connector, Singapore 510408, Singapore",null,null,null,2025-04-12 16:18:18.400858,2025-04-12 16:18:18.400858,SPORTS_COMPLEX
2542,SWISS CLUB,BUKIT TIMAH,CENTRAL REGION,1.3362354,103.7869053,commercial.pet,null,Doggies Galore,"Doggies Galore, 17 Binjai Park, Singapore 589824, Singapore",null,null,null,2025-04-12 16:24:17.280616,2025-04-12 16:24:17.280616,SHOPPING
2222,CHANGI AIRPORT,CHANGI,EAST REGION,1.3548274,103.9850571,commercial.health_and_beauty,null,The Body Shop,"The Body Shop, 65 T1 Boulevard, Singapore 819663, Singapore",null,null,null,2025-04-12 16:23:06.122831,2025-04-12 16:23:06.122831,PERSONAL_CARE
2543,TECK WHYE,CHOA CHU KANG,WEST REGION,1.3807635,103.7599821,commercial.pet,null,Pet Lovers Centre,"Pet Lovers Centre, 1 Woodlands Road, Singapore 677728, Singapore",null,null,null,2025-04-12 16:24:17.315837,2025-04-12 16:24:17.315837,SHOPPING
2544,JELEBU,BUKIT PANJANG,WEST REGION,1.3726476,103.7632464,commercial.pet,null,Le Pets Kingdom,"Le Pets Kingdom, 784 Upper Bukit Timah Road, Singapore 678127, Singapore",null,null,null,2025-04-12 16:24:17.347632,2025-04-12 16:24:17.347632,SHOPPING
2545,KHATIB,YISHUN,NORTH REGION,1.4140793,103.8238352,commercial.pet,null,Nanyang Trading Aquarium,"Nanyang Trading Aquarium, 8 Chencharu Link, Singapore 768045, Singapore",null,null,null,2025-04-12 16:24:17.385326,2025-04-12 16:24:17.385326,SHOPPING
2546,HILLCREST,BUKIT TIMAH,CENTRAL REGION,1.3316147,103.8066571,commercial.pet,null,Doggie Delight,"Doggie Delight, 26 Greenwood Avenue, Singapore 289233, Singapore",null,null,null,2025-04-12 16:24:17.416599,2025-04-12 16:24:17.416599,SHOPPING
2547,CORONATION ROAD,BUKIT TIMAH,CENTRAL REGION,1.3311039,103.7960517,commercial.pet,null,Happy Dog,"Happy Dog, Bukit Timah Road, Singapore 269761, Singapore",null,null,null,2025-04-12 16:24:17.452335,2025-04-12 16:24:17.452335,SHOPPING
2548,SEMBAWANG STRAITS,SEMBAWANG,NORTH REGION,1.4534757,103.832505,commercial.pet,null,Pawfessional,"Pawfessional, Sembawang Road, Singapore 758501, Singapore",null,null,null,2025-04-12 16:24:17.490822,2025-04-12 16:24:17.490822,SHOPPING
2549,NEE SOON,YISHUN,NORTH REGION,1.40312,103.8176366,commercial.pet,null,All About Pets,"All About Pets, Sembawang Road, Singapore 779391, Singapore",null,null,null,2025-04-12 16:24:17.523058,2025-04-12 16:24:17.523058,SHOPPING
2550,MANDAI ESTATE,MANDAI,NORTH REGION,1.4285525,103.8265424,commercial.pet,null,Fur Away,"Fur Away, Sembawang Road, Singapore 761701, Singapore",null,null,null,2025-04-12 16:24:17.560396,2025-04-12 16:24:17.560396,SHOPPING
2551,WOODLANDS WEST,WOODLANDS,NORTH REGION,1.4340327,103.7754001,commercial.pet,null,Fish!,"Fish!, 166 Woodlands Street 13, Singapore 730166, Singapore",null,null,null,2025-04-12 16:24:17.61344,2025-04-12 16:24:17.61344,SHOPPING
2553,SPRINGLEAF,YISHUN,NORTH REGION,1.3973505,103.8187037,commercial.pet,null,Where Dogs Play All Day,"Where Dogs Play All Day, 9 Thong Soon Avenue, Singapore 787110, Singapore",null,null,null,2025-04-12 16:24:17.684246,2025-04-12 16:24:17.684246,SHOPPING
2554,SPRINGLEAF,YISHUN,NORTH REGION,1.3985171,103.8182842,commercial.pet,null,Dog Frenzy Pet Shop,"Dog Frenzy Pet Shop, 910 Upper Thomson Road, Singapore 787113, Singapore",null,null,null,2025-04-12 16:24:17.722528,2025-04-12 16:24:17.722528,SHOPPING
2555,SPRINGLEAF,YISHUN,NORTH REGION,1.3987003,103.8182105,commercial.pet,null,Imperial Pets Shop,"Imperial Pets Shop, 910F Upper Thomson Road, Singapore 787113, Singapore",null,null,null,2025-04-12 16:24:17.76239,2025-04-12 16:24:17.76239,SHOPPING
2557,KOVAN,HOUGANG,NORTH-EAST REGION,1.3585813,103.8745388,commercial.pet,null,Animal Cottage,"Animal Cottage, Yio Chu Kang Road, Singapore 545574, Singapore",null,null,null,2025-04-12 16:24:18.870039,2025-04-12 16:24:18.870039,SHOPPING
2558,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3676882,103.8900384,commercial.pet,null,The Pawlour,"The Pawlour, Lorong 1 Realty Park, Singapore 536953, Singapore",null,null,null,2025-04-12 16:24:18.905108,2025-04-12 16:24:18.905108,SHOPPING
2559,PASIR RIS WEST,PASIR RIS,EAST REGION,1.3786099,103.9417921,commercial.pet,null,Pet Lovers Centre,"Pet Lovers Centre, 625 Elias Road, Singapore 510625, Singapore",null,null,null,2025-04-12 16:24:18.942735,2025-04-12 16:24:18.942735,SHOPPING
2560,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.4066667,103.9025317,commercial.pet,null,The Pet Safari,"The Pet Safari, 83 Punggol Central, Singapore 828763, Singapore",null,null,null,2025-04-12 16:24:18.978262,2025-04-12 16:24:18.978262,SHOPPING
2561,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3725902,103.8938908,commercial.pet,null,Pet Lovers Centre,"Pet Lovers Centre, 90 Hougang Avenue 10, Singapore 538766, Singapore",null,null,null,2025-04-12 16:24:19.010375,2025-04-12 16:24:19.010375,SHOPPING
2562,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,1.3940621,103.9131795,commercial.pet,null,Pets' Street,"Pets' Street, 168 Punggol Field, Singapore 820168, Singapore",null,null,null,2025-04-12 16:24:19.043356,2025-04-12 16:24:19.043356,SHOPPING
2563,WATERWAY EAST,PUNGGOL,NORTH-EAST REGION,1.4030546,103.9129869,commercial.pet,null,Pets' Station,"Pets' Station, 681 Punggol Drive, Singapore 820681, Singapore",null,null,null,2025-04-12 16:24:19.071859,2025-04-12 16:24:19.071859,SHOPPING
2565,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3722267,103.9497649,commercial.pet,null,Pet Lovers Centre,"Pet Lovers Centre, 1 Pasir Ris Central Street 3, Singapore 518457, Singapore",null,null,null,2025-04-12 16:24:19.139909,2025-04-12 16:24:19.139909,SHOPPING
2566,NORTHSHORE,PUNGGOL,NORTH-EAST REGION,1.4180479,103.9013099,commercial.pet,null,The Collar Club,"The Collar Club, 418 Northshore Drive, Singapore 820418, Singapore",null,null,null,2025-04-12 16:24:19.174582,2025-04-12 16:24:19.174582,SHOPPING
2567,BEDOK RESERVOIR,BEDOK,EAST REGION,1.3372567,103.9211305,commercial.pet,null,Han Zi Pet Shop,"Han Zi Pet Shop, 746 Bedok Reservoir Road, Singapore 470746, Singapore",null,null,null,2025-04-12 16:24:19.211773,2025-04-12 16:24:19.211773,SHOPPING
2569,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.247185,103.842369,commercial.pet,null,Petpawroni,"Petpawroni, 31 Ocean Way, Singapore 098375, Singapore",null,null,null,2025-04-12 16:24:21.537117,2025-04-12 16:24:21.537117,SHOPPING
2570,BUKIT BATOK SOUTH,BUKIT BATOK,WEST REGION,1.3419414,103.7539186,commercial.pet,null,Paws Love It,"Paws Love It, 2 Bukit Batok Street 24, Singapore 659480, Singapore",null,null,null,2025-04-12 16:24:21.580663,2025-04-12 16:24:21.580663,SHOPPING
2571,DOVER,QUEENSTOWN,CENTRAL REGION,1.3048093,103.781549,commercial.pet,null,Woofia,"Woofia, #01-85, 28 Dover Crescent, Singapore 130028, Singapore",null,null,null,2025-04-12 16:24:21.628277,2025-04-12 16:24:21.628277,SHOPPING
2573,BUKIT BATOK EAST,BUKIT BATOK,WEST REGION,1.3503351,103.7599315,commercial.pet,null,Polyart Aquarium,"Polyart Aquarium, 265 Bukit Batok East Avenue 4, Singapore 650265, Singapore",null,null,null,2025-04-12 16:24:21.696803,2025-04-12 16:24:21.696803,SHOPPING
1003,CHANGI AIRPORT,CHANGI,EAST REGION,1.35977075,103.9897240783,commercial.outdoor_and_sport,null,Adidas,"Adidas, T1 Departure Crescent, Singapore 207663, Singapore",null,null,null,2025-04-12 16:18:32.509806,2025-04-12 16:18:32.509806,SPORTS_COMPLEX
2576,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,1.3391109,103.7068146,commercial.pet,null,Pets' Station,"Pets' Station, 1 Jurong West Central 2, Singapore 648886, Singapore",null,null,null,2025-04-12 16:24:21.795153,2025-04-12 16:24:21.795153,SHOPPING
2577,PASIR PANJANG 1,QUEENSTOWN,CENTRAL REGION,1.2798409,103.7858638,commercial.pet,null,Joy Doggy,"Joy Doggy, Pasir Panjang Hill, Singapore 118136, Singapore",null,null,null,2025-04-12 16:24:21.837726,2025-04-12 16:24:21.837726,SHOPPING
2584,BEDOK NORTH,BEDOK,EAST REGION,1.3314082,103.947283,commercial.pet,null,Pet Lovers Centre,"Pet Lovers Centre, 345 Bedok Road, Singapore 469530, Singapore",null,null,null,2025-04-12 16:24:24.030925,2025-04-12 16:24:24.030925,SHOPPING
2585,KEMBANGAN,BEDOK,EAST REGION,1.3180966,103.9053923,commercial.pet,null,Petfolio,"Petfolio, 253 Changi Road, Singapore 419744, Singapore",null,null,null,2025-04-12 16:24:24.067962,2025-04-12 16:24:24.067962,SHOPPING
2586,KEMBANGAN,BEDOK,EAST REGION,1.327412,103.9183904,commercial.pet,null,Cats Garage,"Cats Garage, 28 Senang Crescent, Singapore 416601, Singapore",null,null,null,2025-04-12 16:24:24.105401,2025-04-12 16:24:24.105401,SHOPPING
2587,FRANKEL,BEDOK,EAST REGION,1.3146395,103.9193571,commercial.pet,null,Art of Pets,"Art of Pets, 99 Frankel Avenue, Singapore 458223, Singapore",null,null,null,2025-04-12 16:24:24.138139,2025-04-12 16:24:24.138139,SHOPPING
2588,KEMBANGAN,BEDOK,EAST REGION,1.3183623,103.9082135,commercial.pet,null,The Grateful Dog,"The Grateful Dog, 323 Changi Road, Singapore 419798, Singapore",null,null,null,2025-04-12 16:24:24.16953,2025-04-12 16:24:24.16953,SHOPPING
2589,SERANGOON GARDEN,SERANGOON,NORTH-EAST REGION,1.3696887,103.8736911,commercial.pet,null,Petmart,"Petmart, 151 Serangoon North Avenue 2, Singapore 550151, Singapore",null,null,null,2025-04-12 16:24:24.198233,2025-04-12 16:24:24.198233,SHOPPING
2590,FRANKEL,BEDOK,EAST REGION,1.3093452,103.9117504,commercial.pet,null,Raw Gourmet Singapore 01-28,"Raw Gourmet Singapore 01-28, 308 Telok Kurau Road, Singapore 423858, Singapore",null,null,null,2025-04-12 16:24:24.229106,2025-04-12 16:24:24.229106,SHOPPING
1368,COMPASSVALE,SENGKANG,NORTH-EAST REGION,1.3825261,103.8924968,commercial.clothing,null,Baleno,"Baleno, 70 Compassvale Bow, Singapore 544692, Singapore",null,null,null,2025-04-12 16:20:28.588158,2025-04-12 16:20:28.588158,APPAREL
1359,TAMPINES EAST,TAMPINES,EAST REGION,1.3524331,103.945137,commercial.clothing,null,Mango,"Mango, # 01-21/02-16 Tampines Avenue 4, Singapore 529510, Singapore",null,null,null,2025-04-12 16:20:28.328511,2025-04-12 16:20:28.328511,APPAREL
1402,CLEMENTI CENTRAL,CLEMENTI,WEST REGION,1.3147769,103.7641654,commercial.clothing,null,Bata,"Bata, #03-16/17 Clementi Bus Interchange, Singapore 129588, Singapore",null,null,null,2025-04-12 16:20:40.435912,2025-04-12 16:20:40.435912,APPAREL
2591,FRANKEL,BEDOK,EAST REGION,1.3133327,103.9274875,commercial.pet,null,Fresh 'N' Marine Aquarium,"Fresh 'N' Marine Aquarium, Upper East Coast Road, Singapore 455213, Singapore",null,null,null,2025-04-12 16:24:24.267619,2025-04-12 16:24:24.267619,SHOPPING
2592,KATONG,MARINE PARADE,CENTRAL REGION,1.3065679,103.906174,commercial.pet,null,Loving Pets,"Loving Pets, 168 East Coast Road, Singapore 428874, Singapore",null,null,null,2025-04-12 16:24:24.30792,2025-04-12 16:24:24.30792,SHOPPING
2593,ALJUNIED,GEYLANG,CENTRAL REGION,1.3143911,103.8881155,commercial.pet,null,Pawsh Club,"Pawsh Club, Geylang Road, Singapore 389547, Singapore",null,null,null,2025-04-12 16:24:24.344729,2025-04-12 16:24:24.344729,SHOPPING
2594,KEMBANGAN,BEDOK,EAST REGION,1.3183528,103.9081572,commercial.pet,null,Best Friends,"Best Friends, 321 Changi Road, Singapore 419796, Singapore",null,null,null,2025-04-12 16:24:24.376514,2025-04-12 16:24:24.376514,SHOPPING
2595,KEMBANGAN,BEDOK,EAST REGION,1.3183419,103.9080922,commercial.pet,null,Bark Avenue,"Bark Avenue, 319 Changi Road, Singapore 419794, Singapore",null,null,null,2025-04-12 16:24:24.409117,2025-04-12 16:24:24.409117,SHOPPING
2597,MACPHERSON,GEYLANG,CENTRAL REGION,1.3320282,103.8826694,commercial.pet,null,Furever Love,"Furever Love, 466 MacPherson Road, Singapore 368184, Singapore",null,null,null,2025-04-12 16:24:24.476094,2025-04-12 16:24:24.476094,SHOPPING
2598,MACPHERSON,GEYLANG,CENTRAL REGION,1.3320698,103.8828613,commercial.pet,null,B'smiley Cattitude,"B'smiley Cattitude, 474 MacPherson Road, Singapore 368190, Singapore",null,null,null,2025-04-12 16:24:24.508322,2025-04-12 16:24:24.508322,SHOPPING
2599,MACPHERSON,GEYLANG,CENTRAL REGION,1.3321217,103.8830899,commercial.pet,null,The Fluffy Hut,"The Fluffy Hut, 482 MacPherson Road, Singapore 368194, Singapore",null,null,null,2025-04-12 16:24:24.543844,2025-04-12 16:24:24.543844,SHOPPING
2600,MACPHERSON,GEYLANG,CENTRAL REGION,1.3321474,103.8831883,commercial.pet,null,88 Euro Pets,"88 Euro Pets, 486 MacPherson Road, Singapore 368196, Singapore",null,null,null,2025-04-12 16:24:24.577003,2025-04-12 16:24:24.577003,SHOPPING
2601,MACPHERSON,GEYLANG,CENTRAL REGION,1.3321914,103.88343,commercial.pet,null,The Pup Life,"The Pup Life, 496 MacPherson Road, Singapore 368201, Singapore",null,null,null,2025-04-12 16:24:24.607665,2025-04-12 16:24:24.607665,SHOPPING
2602,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.310815,103.9012088,commercial.pet,null,Pampered Pet Corner,"Pampered Pet Corner, Joo Chiat Road, Singapore 427491, Singapore",null,null,null,2025-04-12 16:24:24.641556,2025-04-12 16:24:24.641556,SHOPPING
2603,SERANGOON GARDEN,SERANGOON,NORTH-EAST REGION,1.3703791,103.8736462,commercial.pet,null,Goodwill Birds Trading,"Goodwill Birds Trading, 154 Serangoon North Avenue 1, Singapore 550154, Singapore",null,null,null,2025-04-12 16:24:24.674634,2025-04-12 16:24:24.674634,SHOPPING
2604,SIMEI,TAMPINES,EAST REGION,1.3430249,103.9530434,commercial.pet,null,Petmaster,"Petmaster, Simei Street 6, Singapore 528833, Singapore",null,null,null,2025-04-12 16:24:24.709562,2025-04-12 16:24:24.709562,SHOPPING
2605,MACPHERSON,GEYLANG,CENTRAL REGION,1.3322475,103.883688,commercial.pet,null,Gentle Giants,"Gentle Giants, 506 MacPherson Road, Singapore 368206, Singapore",null,null,null,2025-04-12 16:24:24.743874,2025-04-12 16:24:24.743874,SHOPPING
2606,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3141166,103.906102376144,commercial.pet,null,Benji,"Benji, Still Road, Singapore 423988, Singapore",null,null,null,2025-04-12 16:24:24.781485,2025-04-12 16:24:24.781485,SHOPPING
2607,MARINE PARADE,MARINE PARADE,CENTRAL REGION,1.3018885,103.905129470778,commercial.pet,null,Pet Lovers Centre,"Pet Lovers Centre, Marine Parade Central, Singapore 440087, Singapore",null,null,null,2025-04-12 16:24:24.817799,2025-04-12 16:24:24.817799,SHOPPING
2608,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.3110986,103.901095,commercial.pet,null,Bubbly Petz,"Bubbly Petz, Joo Chiat Road, Singapore 427491, Singapore",null,null,null,2025-04-12 16:24:24.848183,2025-04-12 16:24:24.848183,SHOPPING
2609,FRANKEL,BEDOK,EAST REGION,1.3122863,103.9230037,commercial.pet,null,Pet Lover's Centre,"Pet Lover's Centre, East Coast Road, Singapore 459062, Singapore",null,null,null,2025-04-12 16:24:24.891282,2025-04-12 16:24:24.891282,SHOPPING
2610,KATONG,MARINE PARADE,CENTRAL REGION,1.3067648,103.9064115,commercial.pet,null,Wizard of Paws,"Wizard of Paws, East Coast Road, Singapore 428892, Singapore",null,null,null,2025-04-12 16:24:24.940471,2025-04-12 16:24:24.940471,SHOPPING
2611,FRANKEL,BEDOK,EAST REGION,1.3192774,103.9140469,commercial.pet,null,Pet Lovers Centre,"Pet Lovers Centre, Changi Road, Singapore 419886, Singapore",null,null,null,2025-04-12 16:24:24.976329,2025-04-12 16:24:24.976329,SHOPPING
2612,UPPER PAYA LEBAR,SERANGOON,NORTH-EAST REGION,1.3481202,103.8800712,commercial.pet,null,Pet Loft,"Pet Loft, Upper Paya Lebar Road, Singapore 534965, Singapore",null,null,null,2025-04-12 16:24:25.009565,2025-04-12 16:24:25.009565,SHOPPING
2613,FRANKEL,BEDOK,EAST REGION,1.3179135,103.9080637,commercial.pet,null,Dreamy Paws,"Dreamy Paws, Changi Road, Singapore 419798, Singapore",null,null,null,2025-04-12 16:24:25.047171,2025-04-12 16:24:25.047171,SHOPPING
2623,BEDOK SOUTH,BEDOK,EAST REGION,1.3198612,103.9446177,commercial.pet,null,Nutripe,"Nutripe, 168 Bedok South Avenue 3, Singapore 460168, Singapore",null,null,null,2025-04-12 16:24:25.375447,2025-04-12 16:24:25.375447,SHOPPING
2657,YISHUN WEST,YISHUN,NORTH REGION,1.431371,103.8294303,commercial.food_and_drink,null,Bread First,"Bread First, 103 Yishun Ring Road, Singapore 760103, Singapore",null,null,null,2025-04-12 16:24:35.446616,2025-04-12 16:24:35.446616,RESTAURANT
2658,YISHUN WEST,YISHUN,NORTH REGION,1.4313462,103.8288906,commercial.food_and_drink,null,Keng Song Confectionary,"Keng Song Confectionary, 103 Yishun Ring Road, Singapore 760103, Singapore",null,null,null,2025-04-12 16:24:35.476533,2025-04-12 16:24:35.476533,RESTAURANT
2659,SUNSET WAY,CLEMENTI,WEST REGION,1.3224705,103.7703379,commercial.food_and_drink,null,Fredo's,"Fredo's, 109 Sunset Way, Singapore 120109, Singapore",null,null,null,2025-04-12 16:24:35.505007,2025-04-12 16:24:35.505007,RESTAURANT
2660,SUNSET WAY,CLEMENTI,WEST REGION,1.3225443,103.7701837,commercial.food_and_drink,null,Balmoral Bakery,"Balmoral Bakery, 105 Clementi Street 12, Singapore 120105, Singapore",null,null,null,2025-04-12 16:24:35.535932,2025-04-12 16:24:35.535932,RESTAURANT
2661,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,1.3310328,103.7951312,commercial.food_and_drink,null,1855,"1855, Sixth Avenue, Singapore 276473, Singapore",null,null,null,2025-04-12 16:24:35.563861,2025-04-12 16:24:35.563861,RESTAURANT
1029,MOUNTBATTEN,MARINE PARADE,CENTRAL REGION,1.3072813,103.8953163,commercial.outdoor_and_sport,null,F45,"F45, Tanjong Katong Road, Singapore 437005, Singapore",null,null,null,2025-04-12 16:18:33.333635,2025-04-12 16:18:33.333635,SPORTS_COMPLEX
1043,FRANKEL,BEDOK,EAST REGION,1.3126109,103.9232138,commercial.outdoor_and_sport,null,JSE Bikes,"JSE Bikes, Siglap Road, Singapore 458278, Singapore",null,null,null,2025-04-12 16:18:33.793013,2025-04-12 16:18:33.793013,SPORTS_COMPLEX
1056,SEMBAWANG SPRINGS,SEMBAWANG,NORTH REGION,1.442172,103.8237184,commercial.vehicle,null,Knight Auto Accessories,"Knight Auto Accessories, Sembawang Road, Singapore 758948, Singapore",null,null,null,2025-04-12 16:18:35.619608,2025-04-12 16:18:35.619608,VEHICLE
2732,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.3967926,103.8892265,commercial.food_and_drink,null,Swee Heng,"Swee Heng, 330 Anchorvale Street, Singapore 540330, Singapore",null,null,null,2025-04-12 16:24:39.726416,2025-04-12 16:24:39.726416,RESTAURANT
2736,COMPASSVALE,SENGKANG,NORTH-EAST REGION,1.382971,103.8920055,commercial.food_and_drink,null,Tsujiri,"Tsujiri, Buangkok Bus Interchange, Singapore 544570, Singapore",null,null,null,2025-04-12 16:24:40.310011,2025-04-12 16:24:40.310011,RESTAURANT
2745,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3922296,103.8951152,commercial.food_and_drink,null,Châteraisé,"Chateraise, 1 Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:24:41.230824,2025-04-12 16:24:41.230824,RESTAURANT
2747,COMPASSVALE,SENGKANG,NORTH-EAST REGION,1.3826049,103.8936753,commercial.food_and_drink,null,Bake Inc,"Bake Inc, Sengkang Central, Singapore 545061, Singapore",null,null,null,2025-04-12 16:24:41.392907,2025-04-12 16:24:41.392907,RESTAURANT
2753,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3898042,103.8927687,commercial.food_and_drink,null,Swee Heng,"Swee Heng, Sengkang East Road, Singapore 540215, Singapore",null,null,null,2025-04-12 16:24:42.153403,2025-04-12 16:24:42.153403,RESTAURANT
2754,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.3945474,103.8932676,commercial.food_and_drink,null,Délifrance,"Délifrance, 110 Sengkang East Way, Singapore 544866, Singapore",null,null,null,2025-04-12 16:24:42.309508,2025-04-12 16:24:42.309508,RESTAURANT
